date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:38	195078/195078	---MC-	200	added ('OK')	application/javascript	date:Tue,%2029%20Oct%202024%2006:00:00%20GMT	https://www.googleoptimize.com/optimize.js?id=OPT-5BF4Z7C	D:/web/rrrr/www.googleoptimize.com/optimize4c8b.js	(from https://www.mahendrapurbia.com/)
13:19:38	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%226c24e7bb2b6a6979c7943656e0e73e3b%22	https://connect.facebook.net/en_US/sdk.js	D:/web/rrrr/connect.facebook.net/en_US/sdk.js	(from https://www.mahendrapurbia.com/)
13:19:40	380/380	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Oct%202024%2016:23:08%20GMT	https://www.mahendrapurbia.com/assets/templated/templates/the-o-g-profile-80388af47f4677e2c31f2a9c2ceea0a61055bf9809bde7cfbc7a71e761cadd54.css	D:/web/rrrr/www.mahendrapurbia.com/assets/templated/templates/the-o-g-profile-80388af47f4677e2c31f2a9c2ceea0a61055bf9809bde7cfbc7a71e761cadd54.css	(from https://www.mahendrapurbia.com/)
13:19:41	27172/27172	---M-Z	200	added ('OK')	text/html	etag:W/%22248b3691f404772dbc1805e7f304de7f%22	https://www.mahendrapurbia.com/contact?opportunity_id=44	D:/web/rrrr/www.mahendrapurbia.com/contactecf0.html	(from https://www.mahendrapurbia.com/)
13:19:42	27172/27172	---M-Z	200	added ('OK')	text/html	etag:W/%22455cf996d1c009379238e65da3316701%22	https://www.mahendrapurbia.com/contact?opportunity_id=24	D:/web/rrrr/www.mahendrapurbia.com/contact1856.html	(from https://www.mahendrapurbia.com/)
13:19:44	27172/27172	---M-Z	200	added ('OK')	text/html	etag:W/%22699d6dc951ae7f53ebd197077998a7d8%22	https://www.mahendrapurbia.com/contact?opportunity_id=135	D:/web/rrrr/www.mahendrapurbia.com/contactee7b.html	(from https://www.mahendrapurbia.com/)
13:19:45	27172/27172	---M-Z	200	added ('OK')	text/html	etag:W/%22834a1809c5890f44fa8c03b4d42ce0aa%22	https://www.mahendrapurbia.com/contact?opportunity_id=258	D:/web/rrrr/www.mahendrapurbia.com/contact2f6a.html	(from https://www.mahendrapurbia.com/)
13:19:46	27172/27172	---M-Z	200	added ('OK')	text/html	etag:W/%22407af4300234bf68a9a252f20d485dcb%22	https://www.mahendrapurbia.com/contact	D:/web/rrrr/www.mahendrapurbia.com/contact.html	(from https://www.mahendrapurbia.com/)
13:19:48	25488/25488	---M-Z	200	added ('OK')	text/html	etag:W/%2231f4346252cfb7e7b0ea641afc5085ba%22	https://www.mahendrapurbia.com/positions	D:/web/rrrr/www.mahendrapurbia.com/positions.html	(from https://www.mahendrapurbia.com/)
13:19:49	30662/30662	---M-Z	200	added ('OK')	text/html	etag:W/%22ebe48e5877e943c25729441808b0d142%22	https://www.mahendrapurbia.com/primary_links	D:/web/rrrr/www.mahendrapurbia.com/primary_links.html	(from https://www.mahendrapurbia.com/)
13:19:50	27901/27901	---M-Z	200	added ('OK')	text/html	etag:W/%223d4f8e25d38e45750e45c853cbd2c891%22	https://www.mahendrapurbia.com/posts/vke9vEpF	D:/web/rrrr/www.mahendrapurbia.com/posts/vke9vEpF.html	(from https://www.mahendrapurbia.com/)
13:19:51	26577/26577	---M-Z	200	added ('OK')	text/html	etag:W/%220146d56002dc54ffb3f9ea8eb79faf1f%22	https://www.mahendrapurbia.com/posts/kB7oloXV	D:/web/rrrr/www.mahendrapurbia.com/posts/kB7oloXV.html	(from https://www.mahendrapurbia.com/)
13:19:53	28157/28157	---M-Z	200	added ('OK')	text/html	etag:W/%22de3a6e656e993dc6b734ee9af6f8314e%22	https://www.mahendrapurbia.com/posts/oRiq0u6m	D:/web/rrrr/www.mahendrapurbia.com/posts/oRiq0u6m.html	(from https://www.mahendrapurbia.com/)
13:19:54	25670/25670	---M-Z	200	added ('OK')	text/html	etag:W/%22623b093a7e06f7d932119a5ad02f5914%22	https://www.mahendrapurbia.com/posts/pU4HN3q1	D:/web/rrrr/www.mahendrapurbia.com/posts/pU4HN3q1.html	(from https://www.mahendrapurbia.com/)
13:19:55	28222/28222	---M-Z	200	added ('OK')	text/html	etag:W/%223793176c25af88dfab5477723c68b876%22	https://www.mahendrapurbia.com/posts/BQHslPhc	D:/web/rrrr/www.mahendrapurbia.com/posts/BQHslPhc.html	(from https://www.mahendrapurbia.com/)
13:19:57	23326/23326	---M-Z	200	added ('OK')	text/html	etag:W/%224f8b04eb68c5d41ae6575683b8a9207f%22	https://www.mahendrapurbia.com/posts/er4KiY7n	D:/web/rrrr/www.mahendrapurbia.com/posts/er4KiY7n.html	(from https://www.mahendrapurbia.com/)
13:19:58	23462/23462	---M-Z	200	added ('OK')	text/html	etag:W/%22b9b2a6f4c58d387060ef2d112bc36c44%22	https://www.mahendrapurbia.com/posts/-xx2TTKn	D:/web/rrrr/www.mahendrapurbia.com/posts/-xx2TTKn.html	(from https://www.mahendrapurbia.com/)
13:19:59	23504/23504	---M-Z	200	added ('OK')	text/html	etag:W/%227eff26f1f8b8601bb5a68d1bc5c39c48%22	https://www.mahendrapurbia.com/posts/FY-D5ntD	D:/web/rrrr/www.mahendrapurbia.com/posts/FY-D5ntD.html	(from https://www.mahendrapurbia.com/)
13:20:00	23244/23244	---M-Z	200	added ('OK')	text/html	etag:W/%2296871946b4b75dc802b9d5f7099e07a1%22	https://www.mahendrapurbia.com/posts/6o3RbJGw	D:/web/rrrr/www.mahendrapurbia.com/posts/6o3RbJGw.html	(from https://www.mahendrapurbia.com/)
13:20:02	23433/23433	---M-Z	200	added ('OK')	text/html	etag:W/%2291be63400dfa91c7b6393804b0f89144%22	https://www.mahendrapurbia.com/posts/9mdSXbsb	D:/web/rrrr/www.mahendrapurbia.com/posts/9mdSXbsb.html	(from https://www.mahendrapurbia.com/)
13:20:03	23147/23147	---M-Z	200	added ('OK')	text/html	etag:W/%22cbf4e69adc87ff1d3de10530e771ec58%22	https://www.mahendrapurbia.com/posts/0s2EyuRe	D:/web/rrrr/www.mahendrapurbia.com/posts/0s2EyuRe.html	(from https://www.mahendrapurbia.com/)
13:20:04	23616/23616	---M-Z	200	added ('OK')	text/html	etag:W/%224abb7d9780969a52f0901e298ef3d759%22	https://www.mahendrapurbia.com/posts/2UdEOMgQ	D:/web/rrrr/www.mahendrapurbia.com/posts/2UdEOMgQ.html	(from https://www.mahendrapurbia.com/)
13:20:05	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2029%20Oct%202024%2007:50:06%20GMT	https://www.mahendrapurbia.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOE1UZnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bdf79e09ee2f3f84383cc604f4a18f5cfdd6bad4/filename	D:/web/rrrr/www.mahendrapurbia.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOE1UZnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bdf79e09ee2f3f84383cc604f4a18f5cfdd6bad4/filename.24.delayed	(from https://www.mahendrapurbia.com/)
13:20:05	0/-1	---M--	302	error ('')			https://www.mahendrapurbia.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOE1UZnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bdf79e09ee2f3f84383cc604f4a18f5cfdd6bad4/filename	D:/web/rrrr/www.mahendrapurbia.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOE1UZnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bdf79e09ee2f3f84383cc604f4a18f5cfdd6bad4/filename.25.delayed	(from https://www.mahendrapurbia.com/polywork.com)
13:20:07	7947/7947	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Oct%202024%2016:23:08%20GMT	https://www.mahendrapurbia.com/assets/quill/dist/quill.core-bcc2b8a44b9fb712ce511146bf2d95bf1ee71ceb3e8f73d9ed3b2549567b8f85.css	D:/web/rrrr/www.mahendrapurbia.com/assets/quill/dist/quill.core-bcc2b8a44b9fb712ce511146bf2d95bf1ee71ceb3e8f73d9ed3b2549567b8f85.css	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:08	24218/24218	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Oct%202024%2016:23:08%20GMT	https://www.mahendrapurbia.com/assets/animate.css/animate.min-f2a2e8fd36c2f66fe064015fd419ab7964e3ed27bcbd968031dc35997329825e.css	D:/web/rrrr/www.mahendrapurbia.com/assets/animate.css/animate.min-f2a2e8fd36c2f66fe064015fd419ab7964e3ed27bcbd968031dc35997329825e.css	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:10	210840/210840	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/Sohne-Buch-f16370b65fc2231e5117cecd130c7587ad68da2107b0316407906aaf065e1889.otf	D:/web/rrrr/www.mahendrapurbia.com/assets/Sohne-Buch-f16370b65fc2231e5117cecd130c7587ad68da2107b0316407906aaf065e1889.otf	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:12	230012/230012	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2028%20Oct%202024%2016:23:08%20GMT	https://www.mahendrapurbia.com/assets/Sohne-Halbfett-c754d4f17758a6f063b8f6ec299a03e8b76ab55099221c077a0670250dab8855.otf	D:/web/rrrr/www.mahendrapurbia.com/assets/Sohne-Halbfett-c754d4f17758a6f063b8f6ec299a03e8b76ab55099221c077a0670250dab8855.otf	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:12	229308/229308	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2028%20Oct%202024%2016:23:08%20GMT	https://www.mahendrapurbia.com/assets/Sohne-Dreiviertelfett-9177cb6c650fc80637ab098f5ae64cf1da1da35b637cc16b7947c0cec469667a.otf	D:/web/rrrr/www.mahendrapurbia.com/assets/Sohne-Dreiviertelfett-9177cb6c650fc80637ab098f5ae64cf1da1da35b637cc16b7947c0cec469667a.otf	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:13	229360/229360	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2028%20Oct%202024%2016:23:08%20GMT	https://www.mahendrapurbia.com/assets/Sohne-Fett-9d0778a00ba5b6aa78e918a005a0f4a288d40476907429b66f3a8123fc7497bd.otf	D:/web/rrrr/www.mahendrapurbia.com/assets/Sohne-Fett-9d0778a00ba5b6aa78e918a005a0f4a288d40476907429b66f3a8123fc7497bd.otf	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:14	665/665	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/icons/highlight-images-81903b5c539a7f0a517acf10dac0d9f502f282c9d7c513a02fdd734a94a60253.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/icons/highlight-images-81903b5c539a7f0a517acf10dac0d9f502f282c9d7c513a02fdd734a94a60253.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:15	273/273	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/icons/retro-highlight-clock-ccd4a6216bd3c81f258713544147abc14af225dea97d6b70c51e9cebb92c0402.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/icons/retro-highlight-clock-ccd4a6216bd3c81f258713544147abc14af225dea97d6b70c51e9cebb92c0402.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:16	906/906	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/icons/repost-timeline-3893e6dfcfe4dc676870e8c18fc59b4ea32ed4d9a075d0d557cf8656c6ca3144.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/icons/repost-timeline-3893e6dfcfe4dc676870e8c18fc59b4ea32ed4d9a075d0d557cf8656c6ca3144.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:17	898/898	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/icons/rehighlight-timeline-32987542839a50eeb8a3460e23da2a60bc0b725416437984fdd6084ad4873d2e.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/icons/rehighlight-timeline-32987542839a50eeb8a3460e23da2a60bc0b725416437984fdd6084ad4873d2e.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:19	26974/26974	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/opportunities_header_mobile_background-db090934fd0456b00383504c498754f0f48135b6afc84666ed1fc4f69934235a.png	D:/web/rrrr/www.mahendrapurbia.com/assets/opportunities_header_mobile_background-db090934fd0456b00383504c498754f0f48135b6afc84666ed1fc4f69934235a.png	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:20	183047/183047	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/opportunities_header_desktop_background-27aea3fb7b59300be5d17236c8d3cc19defc6e23cff901e8117ae297b70b19f0.png	D:/web/rrrr/www.mahendrapurbia.com/assets/opportunities_header_desktop_background-27aea3fb7b59300be5d17236c8d3cc19defc6e23cff901e8117ae297b70b19f0.png	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:21	584/584	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/bold-96bd507572994d1d20b760a96856f665aee28e9e21135d5e0fbcab506e23e5ff.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/bold-96bd507572994d1d20b760a96856f665aee28e9e21135d5e0fbcab506e23e5ff.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:22	394/394	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/italic-c0b36aab7d9b324368d98e2624b238e3bb4b14b8f37349cd4ded24a4169d34e9.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/italic-c0b36aab7d9b324368d98e2624b238e3bb4b14b8f37349cd4ded24a4169d34e9.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:23	1220/1220	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/strike-ae47dd98c7254cbe010c1e0a992b63f210bb8d05952695b0ba2d421c0425db28.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/strike-ae47dd98c7254cbe010c1e0a992b63f210bb8d05952695b0ba2d421c0425db28.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:24	2221/2221	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/link-a7523b769bda789533592c28ec4c38ff00c68d696a120551ffb380a744607df5.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/link-a7523b769bda789533592c28ec4c38ff00c68d696a120551ffb380a744607df5.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:25	552/552	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/image-59448bd78202932878297488e1d3601191d1d879ccde4a21655ace454f2db8a9.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/image-59448bd78202932878297488e1d3601191d1d879ccde4a21655ace454f2db8a9.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:26	587/587	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/heading_1-27497eab3c2c4adbcb6a5094b7c6ff84e81ac04c53852dd5909ceee5448b8c5d.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/heading_1-27497eab3c2c4adbcb6a5094b7c6ff84e81ac04c53852dd5909ceee5448b8c5d.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:27	372/372	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/quote-f41f9eb1d2c22e40ec4277fa10c676b775e836ccd7b6ec717147fe6f56093c19.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/quote-f41f9eb1d2c22e40ec4277fa10c676b775e836ccd7b6ec717147fe6f56093c19.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:29	483/483	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/code-caa9e88d4e317998166e5cd8dcc698abcb8f168a665d6716779f3d12669e4bac.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/code-caa9e88d4e317998166e5cd8dcc698abcb8f168a665d6716779f3d12669e4bac.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:30	592/592	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/bullets-4b3055d0d7d911dce08bab06bd48541e773f2d8a47be5d8cb5bce29a22ab2cb5.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/bullets-4b3055d0d7d911dce08bab06bd48541e773f2d8a47be5d8cb5bce29a22ab2cb5.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:31	488/488	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/numbers-e3af62b45ed178d6d31ab3bac4b3afe0773d16c5473e3497463af6f01bf193f3.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/numbers-e3af62b45ed178d6d31ab3bac4b3afe0773d16c5473e3497463af6f01bf193f3.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:32	594/594	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:06%20GMT	https://www.mahendrapurbia.com/assets/content_editor/close-url-embed-dee7e7385d804904e4dbe4a964f9e7bd52af6a5f4fac786bf5835f836d6bbf72.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/content_editor/close-url-embed-dee7e7385d804904e4dbe4a964f9e7bd52af6a5f4fac786bf5835f836d6bbf72.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
13:20:34	41959/41959	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202024%2016:23:07%20GMT	https://www.mahendrapurbia.com/assets/sidebar-editor-preview-ghost-layout-044584d3437db144532cddca95bda0fd9017f3eece078ab7f874ab14cc582192.svg	D:/web/rrrr/www.mahendrapurbia.com/assets/sidebar-editor-preview-ghost-layout-044584d3437db144532cddca95bda0fd9017f3eece078ab7f874ab14cc582192.svg	(from https://www.mahendrapurbia.com/assets/application-8fc5959715f11e200f29e4e7c0987e3c4eb2fa7ac1a2cf931f268a982bdea0a9.css)
